id,title,date_release,rating,wish_list_count,review_count,list_count,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
414308,Chute libre,1993-02-26,710,2930,89,879,16,36,60,160,440,1370,2949,2049,506,153
8462680,Cendrillon,2015-03-13,531,1192,133,856,141,273,505,1016,1766,1893,1385,520,129,113
466175,Little Big Man,1970-12-14,784,4226,74,1318,10,12,30,66,185,603,1871,2930,1509,526
485189,Le Samouraï,1967-10-25,763,3696,80,1467,7,13,33,92,318,829,2180,2667,1141,467
23241146,The Florida Project,2017-12-20,704,5481,112,1358,20,26,66,173,430,1239,2901,2081,651,164
458811,Canine,2009-11-11,690,5582,124,1248,61,84,141,301,590,1208,2345,1981,808,237
452519,World Invasion : Battle Los Angeles,2011-03-10,438,632,291,570,571,794,1115,1503,1497,1266,658,259,64,33
12015503,Un moment d’égarement,2015-06-24,497,928,120,599,248,453,702,1142,1788,2048,1020,266,51,43
428320,Garde à vue,1981-09-23,782,4005,92,1292,7,4,11,44,152,527,2115,3268,1238,403
469767,L'Enquête corse,2004-10-06,471,430,38,428,323,544,888,1312,1713,1680,899,301,77,34
495475,Commando,1985-10-04,591,1274,123,1040,80,172,347,710,1511,2242,1644,712,186,170
23286928,Mortal Engines,2018-12-14,528,2605,203,1005,93,248,639,1207,1881,1947,1251,406,72,31
475462,Braquage à l'anglaise,2008-08-06,594,889,45,568,65,97,226,589,1450,2704,1969,520,89,77
449979,Le Cœur des hommes,2003-04-02,571,834,45,509,169,237,383,670,1365,2153,1872,727,161,52
445215,Astérix et les Indiens,1995-04-05,584,413,31,614,53,116,280,699,1636,2407,1806,596,127,72
412689,Le Gendarme se marie,1968-10-30,536,424,38,671,202,278,483,890,1802,1934,1379,543,161,125
34269987,Les Mitchell contre les machines,2021-04-30,716,1535,100,1232,18,25,66,154,416,1132,2691,2403,703,199
400382,Resident Evil : Afterlife,2010-09-02,373,484,197,797,1024,1231,1432,1394,1135,841,447,217,52,71
492008,Princess Bride,1987-09-25,724,2760,97,1320,20,46,90,177,439,1109,2395,2300,877,399
395084,Jean de Florette,1986-08-27,718,1375,44,799,15,23,62,140,443,1181,2847,2142,670,332
9489337,Inferno,2016-10-12,509,1755,139,729,133,271,653,1187,1919,2079,1151,336,75,52
439798,La Course au jouet,1996-11-16,488,572,63,795,293,501,862,1302,1751,1763,952,308,71,54
12556559,Citizenfour,2014-10-10,754,5740,91,1168,9,8,23,62,220,797,2455,2947,1040,304
444717,French Connection,1971-10-09,750,5038,83,1459,10,14,32,102,302,937,2620,2749,840,270
456905,Thirteen,2003-12-10,580,1748,43,671,110,209,379,786,1524,2194,1752,684,161,82
443894,Shooter - Tireur d'élite,2007-03-23,569,703,61,490,81,193,384,724,1520,2319,1777,643,140,105
474489,La Planète sauvage,1973-12-06,749,5261,60,1422,27,41,59,126,279,778,2113,2648,1238,602
451178,L'Aurore,1927-09-23,836,8344,156,2023,37,21,33,49,177,435,1230,2311,2071,1554
11177870,Respire,2014-11-12,659,2641,155,933,69,80,173,306,673,1586,2562,1701,582,188
436034,Eden Lake,2008-09-12,634,2159,138,929,88,127,264,514,966,1935,2466,1225,281,75
428942,Poltergeist,1982-06-04,664,2444,85,1249,41,68,146,380,911,1903,2628,1400,327,138
8467715,Les Visiteurs : La Révolution,2016-04-06,297,865,223,816,1893,1600,1504,1212,840,495,247,82,29,46
428325,JFK,1991-12-20,747,4901,71,1161,15,17,38,126,353,1018,2507,2493,989,398
394199,"Sex and the City, le film",2008-05-28,420,498,81,526,749,910,1013,1359,1434,1351,715,300,67,76
417624,"Albator, corsaire de l'espace",2013-09-07,580,1280,262,804,102,192,417,788,1410,2180,1800,748,242,105
405450,Marley & moi,2008-12-25,525,603,64,568,195,367,632,1086,1737,1905,1293,541,150,81
8894310,Le Crocodile du Botswanga,2014-02-19,477,469,112,557,310,539,961,1363,1856,1776,880,223,52,28
393816,La Grande Illusion,1937-06-04,795,6021,88,1734,13,12,18,42,201,589,1829,2925,1651,715
15560007,The Circle,2017-04-28,500,2829,189,920,149,316,744,1344,2058,1956,1004,306,78,47
400958,The Crow,1994-05-11,670,2412,89,971,34,74,168,377,866,1781,2531,1422,485,279
472232,Le Dernier Métro,1980-09-17,733,3320,65,1305,9,18,36,116,330,1017,2680,2729,828,268
20171540,Les Proies,2017-06-23,568,4244,190,1293,53,115,399,870,1825,2482,1635,537,87,40
439323,1492 : Christophe Colomb,1992-10-12,607,1935,49,981,51,93,239,563,1464,2533,2123,729,174,85
480220,Dead Zone,1983-10-21,707,3283,73,1330,9,17,35,120,499,1661,3320,1878,391,137
464379,Saw V,2008-10-23,451,451,53,696,472,637,1037,1467,1727,1315,884,351,105,79
452576,Riddick,2013-09-18,543,1120,222,683,162,278,546,1081,1715,2157,1413,539,123,61
460402,La Défense Lincoln,2011-05-25,678,2369,141,767,14,22,63,159,544,1947,3634,1456,197,39
477532,Sur la route,2012-05-23,557,2798,136,796,117,219,446,909,1635,2221,1632,646,177,79
412855,La Légende de Beowulf,2007-11-16,540,1297,75,686,245,427,706,1101,1583,1776,1423,594,168,71
451376,Délire Express,2008-08-06,618,1539,58,817,65,102,225,482,1133,2352,2361,1031,251,93
39823083,Raya et le Dernier Dragon,2021-03-05,633,1381,117,1067,30,74,189,451,1058,2225,2613,1106,293,93
490088,Space Cowboys,2000-08-04,596,999,50,703,63,135,252,631,1641,2611,2004,641,104,64
13524863,Mr Wolff,2016-10-13,629,1733,128,825,21,62,183,475,1164,2307,2624,1031,223,60
409533,Superman,1978-12-10,642,1137,79,1293,39,71,189,410,1111,2433,2412,1023,283,182
432712,Le Grand Restaurant,1966-09-09,632,798,52,902,24,48,135,320,1103,2719,2468,969,238,137
478206,Le Septième Sceau,1957-02-16,791,6007,93,1836,22,21,49,95,278,636,1678,2633,1814,949
12136189,Still Alice,2014-12-05,689,4136,115,1059,18,23,67,186,545,1593,3117,1956,536,146
7936951,Jacky au royaume des filles,2014-01-29,586,1638,126,794,165,259,385,671,1267,2174,2111,881,204,75
43810703,I Care a Lot,2021-02-19,578,1581,145,832,99,149,357,768,1536,2534,2035,571,115,32
433650,Sympathy for Mister Vengeance,2002-03-29,727,5257,100,1588,22,28,57,134,380,1149,2911,2528,761,227
449950,Le Pont de la rivière Kwaï,1957-10-02,753,3944,60,1500,5,12,30,63,310,937,2836,2883,819,304
450089,Le Cercle rouge,1970-10-20,778,5422,88,1593,9,13,24,65,251,723,2087,3096,1463,486
369647,Animatrix,2003-06-03,690,2025,48,704,36,42,94,262,676,1603,2917,1855,573,192
365521,The Grandmaster,2013-01-08,636,3196,227,1240,40,97,236,531,1117,2080,2347,1279,381,144
13426600,Cruella,2021-05-28,634,1887,158,1094,38,90,172,431,880,1984,2763,1360,353,181
388080,Rambo III,1988-05-25,488,635,80,824,237,438,954,1458,2000,1791,915,283,92,85
17775569,Shang-Chi et la Légende des Dix Anneaux,2021-09-03,616,1525,141,1210,64,86,220,462,1078,2277,2660,1050,240,117
394769,Manon des sources,1986-11-19,700,1348,52,782,16,44,67,202,566,1553,2959,1943,589,320
29315959,Burning,2018-05-17,706,6701,143,1652,29,46,123,277,595,1295,2430,2369,851,249
1350133,Chungking Express,1994-07-14,776,5485,90,1813,13,22,44,97,276,721,1830,2845,1669,775
19494163,Creed II,2018-11-21,626,1994,173,1130,41,65,177,428,1115,2438,2566,1027,244,191
377838,Le Joueur d'échecs,1997-11-25,746,1277,21,934,15,17,40,101,358,1027,2720,2669,969,384
395102,Joue-la comme Beckham,2002-11-20,529,612,29,581,171,340,556,1086,2007,2265,1335,416,89,50
450338,Mes meilleures amies,2011-04-28,573,858,178,818,190,320,483,833,1441,2091,1859,827,183,90
474825,S.O.S. Fantômes,2016-07-15,473,1514,253,1035,549,672,968,1243,1592,1677,1071,376,106,65
21752347,Mise à mort du cerf sacré,2017-11-01,665,6656,155,1436,88,99,232,395,741,1542,2489,1980,600,153
420977,Astérix chez les Bretons,1986-12-03,679,570,43,679,20,30,67,174,717,2136,3211,1462,330,180
10768382,"Moi, moche et méchant 3",2017-06-28,552,1377,94,946,95,163,425,871,1972,2523,1644,437,105,98
20242705,Ghostland,,662,3808,188,1399,88,121,223,382,711,1553,2571,1866,608,215
373062,La Fureur de vivre,1955-10-26,731,4224,76,1513,12,26,57,145,457,1202,2767,2513,796,364
426742,Dans l'ombre de Mary - La Promesse de Walt Disney,2013-12-20,678,2816,177,1022,22,45,88,261,721,1835,2861,1748,576,197
487291,Big,1988-06-03,655,1884,49,981,37,34,94,311,898,2369,2990,1222,289,112
11222684,American Ultra,2015-08-21,577,1769,122,843,59,146,350,803,1663,2522,1982,642,137,56
371383,Hero,2002-10-24,681,2245,92,1063,46,60,124,310,743,1709,2654,1795,683,238
24858092,Nous finirons ensemble,2019-05-01,565,1415,121,833,148,198,434,747,1452,2233,1985,863,230,89
409554,Frida,2002-08-29,700,3617,42,985,15,15,49,160,496,1441,3047,2242,690,242
387127,Le 13ème Guerrier,1999-06-25,628,1634,74,734,60,133,239,627,1297,2237,2284,1074,322,132
9118502,Hacker,2015-01-16,571,3149,211,1148,127,312,627,1126,1755,1932,1490,756,199,95
497657,Le Huitième Jour,1996-05-16,669,2087,36,675,60,56,133,269,743,1915,2839,1677,511,224
393682,Évolution,2001-06-08,576,869,53,590,106,234,411,871,1600,2530,1840,648,143,50
20152286,Ce qui nous lie,2017-06-14,671,2502,113,1005,14,40,110,260,588,1955,3318,1653,397,101
421749,Il était une fois la révolution,1971-10-29,785,3795,101,1674,12,9,25,72,189,720,2122,3056,1559,684
378546,Mammuth,2010-04-21,631,2232,146,784,148,187,310,483,943,1898,2631,1398,336,116
397339,Underworld 3 : Le Soulèvement des Lycans,2009-01-22,481,534,64,546,354,560,970,1340,1735,1712,1113,438,132,104
431437,Petits meurtres entre amis,1995-01-06,697,2994,52,1004,21,29,89,185,488,1642,3560,1894,419,132
403202,Le Sixième Sens,1986-08-15,710,3808,82,1161,20,38,73,182,497,1517,2991,2246,683,215
38023691,Les Sept de Chicago,2020-10-16,714,3477,94,1199,6,17,44,91,308,1152,3494,2646,596,110
458461,30 ans sinon rien,2004-04-23,485,538,38,654,235,451,908,1463,2025,1824,1030,358,99,74
475097,Le Jour le plus long,1962-10-04,732,3369,47,1385,11,21,44,97,367,1227,3003,2490,843,364
1324705,Les Vacances de Mr. Bean,2007-03-30,503,477,44,477,253,432,748,1185,1972,2101,1170,441,97,76
415473,"Microcosmos, le peuple de l'herbe",1996-11-20,676,1497,39,737,57,96,135,253,801,1742,2868,1723,575,231
480869,Crocodile Dundee,1986-04-24,577,703,55,594,87,165,378,778,1867,2715,1774,545,113,69
487584,Street Fighter : L'Ultime combat,1994-12-23,353,728,101,803,1256,1695,1700,1402,1085,728,365,130,36,94
436977,Deux sœurs pour un roi,2008-04-02,574,1664,67,742,57,153,352,851,1854,2608,1818,613,141,54
494382,The Devil's Rejects,2005-07-22,702,3807,115,1266,69,97,183,322,638,1290,2504,2177,907,328
12994825,Chocolat,2016-02-03,625,2814,130,873,53,67,148,438,1173,2484,2731,1083,251,87
413337,Micmacs à tire-larigot,2009-10-28,535,1032,86,548,215,349,610,1022,1706,2233,1580,592,168,41
380856,La Légende de Ron Burgundy - Présentateur vedette,2004-06-28,659,1832,70,977,59,94,205,409,858,1885,2858,1583,432,137
16009662,Alliés,2016-11-21,607,2783,157,978,37,104,262,608,1364,2591,2422,900,177,59
468224,Predator 2,1990-11-21,564,701,93,795,141,274,557,964,1780,2384,1693,550,103,86
453845,Radiostars,2012-04-11,590,742,168,598,83,211,340,757,1493,2453,2237,785,140,34
8829241,Fiston,2014-03-12,404,373,94,590,740,923,1273,1674,1776,1292,622,158,42,43
476874,Splice,2009-10-06,539,1794,189,613,242,381,716,1076,1762,2145,1539,547,93,43
8369611,Death Note,2017-08-25,348,964,281,753,1564,1572,1604,1409,1133,707,349,117,31,61
404987,Faites le mur,2010-12-15,760,4307,165,917,25,16,43,82,263,851,2295,3308,1290,377
12808929,Brice 3,2016-10-19,400,1046,110,775,971,1119,1451,1453,1426,1196,660,165,52,57
473996,Palais royal !,2005-11-23,475,468,48,432,343,589,1026,1536,1930,1742,982,306,68,35
402466,Persona,1966-10-18,808,8131,100,1985,32,23,53,96,256,620,1468,2534,2120,1365
17689003,Demain tout commence,2016-12-07,634,1461,118,748,61,94,181,423,932,2044,2551,1504,519,259
12713445,"Connasse, princesse des cœurs",2015-04-29,512,931,114,669,345,421,721,1014,1713,2150,1482,513,144,71
471827,"Aguirre, la colère de Dieu",1972-12-29,773,4717,116,1735,32,42,57,177,370,790,1995,2740,1633,753
369197,Tenacious D in The Pick of Destiny,2006-10-26,687,1633,73,690,50,56,128,262,696,1654,2965,1888,655,237
8829242,Prémonitions,2015-04-24,562,1995,167,702,79,216,463,903,1732,2457,1818,672,168,86
428654,Rush Hour 2,2001-08-29,529,423,29,461,135,332,596,1164,2012,2286,1423,471,99,89
401295,La Maison de cire,2005-05-05,475,724,76,694,333,687,1100,1544,1855,1719,968,277,72,62
444353,Paranoid Park,2008-03-07,671,3008,74,1062,48,84,183,350,737,1803,2857,1816,542,198
400477,Mortal Kombat,1995-07-13,412,682,89,798,785,1135,1403,1569,1582,1165,649,201,47,86
17256230,Victoria,2016-09-14,613,2122,136,1078,42,105,245,554,1341,2610,2669,890,134,38
40913191,Palm Springs,2020-07-10,687,2256,95,1275,8,19,48,125,520,1839,4032,1658,301,80
9102282,Bande de filles,2014-10-22,623,2815,149,1158,75,107,239,528,1177,2252,2577,1300,301,78
387575,Out of Africa (Souvenirs d'Afrique),1985-12-10,700,3818,69,1266,15,34,78,241,678,1460,2781,2134,823,396
376932,Crazy Kung-Fu,2004-12-23,677,1176,69,909,57,89,152,297,789,1742,3005,1810,497,210
473569,Sans identité,2011-03-04,561,827,173,554,71,171,395,945,2003,2620,1739,562,98,47
486540,Seul contre tous,1999-02-17,721,6500,116,1435,94,89,105,187,469,1101,2509,2468,1164,467
398672,L'Évadé d'Alcatraz,1979-06-22,728,2642,48,1114,7,3,19,52,293,1279,3830,2531,487,156
469322,Robots,2005-04-06,575,510,23,611,80,151,317,789,1891,2560,1957,677,169,68
32005966,Le Roi,2019-11-01,633,2171,99,825,60,76,196,524,1112,2363,2937,1126,203,66
428940,L'Armée des ténèbres - Evil Dead III,1992-11-21,696,1792,89,1291,41,59,160,289,685,1544,3019,1951,630,287
463132,Le Concert,2009-11-04,648,1660,126,599,63,106,231,401,878,1900,2691,1672,545,184
36042876,Play,2020-01-01,704,2773,136,1278,22,48,90,154,446,1407,3255,2361,693,202
363207,Starsky & Hutch,2004-03-05,503,594,45,540,193,426,800,1503,2203,2063,1071,309,74,43
411777,Pusher,1996-08-30,733,5488,107,1517,18,18,43,131,350,1153,3196,2716,850,212
444490,Australia,2008-11-26,523,1119,78,638,262,401,709,1153,1655,2033,1500,693,202,81
10715271,La Momie,2017-06-07,437,1057,242,1052,366,740,1326,1937,1935,1464,653,187,32,51
8194553,Effets secondaires,2013-02-08,631,2108,212,1093,33,65,194,474,1219,2548,2937,1025,159,39
453787,Le Drôle de Noël de Scrooge,2009-11-06,620,1558,84,982,63,110,223,524,1341,2468,2464,1088,286,135
449078,Cannibal Holocaust,1980-02-07,536,2805,150,1211,519,482,682,998,1604,1689,1483,815,271,169
397298,Le Professeur Foldingue,1996-09-04,436,381,26,463,578,915,1275,1490,1757,1562,763,264,52,57
404472,Chevalier,2001-05-11,622,1334,65,575,77,148,282,524,1218,2391,2388,1209,319,159
15042819,Fast & Furious 8,2017-04-12,526,1015,163,1010,240,420,656,1058,1759,2126,1488,579,169,244
13096824,Le Fondateur,2016-12-28,649,2620,116,887,21,37,80,229,852,2711,3641,980,133,56
439062,Tokyo Godfathers,2003-11-08,763,4688,78,1529,6,10,17,61,195,837,2617,3285,1310,415
13247969,Silent Voice,2016-09-17,739,6064,127,1328,36,26,57,158,437,982,2092,2518,1515,933
11501058,Dheepan,2015-08-26,646,5259,176,1218,74,92,176,384,903,1998,2888,1709,433,99
372811,Serial Noceurs,2005-07-15,556,560,40,561,145,271,528,1048,1909,2491,1645,548,109,64
433634,Le Château de Cagliostro,1979-12-15,724,4629,75,2237,14,6,30,80,308,1384,3468,2473,743,270
367686,L'Élève Ducobu,2011-06-22,332,361,106,570,1318,1594,1759,1568,1231,783,332,99,46,73
361917,Un singe en hiver,1962-05-11,783,4582,100,1522,12,5,23,76,203,644,2028,3297,1686,835
13062778,Downsizing,2017-12-25,508,2272,242,1001,175,368,844,1579,2348,2189,974,258,50,25
1225900,Le Grand Soir,2012-06-06,625,2133,194,886,101,162,292,557,1135,2214,2703,1215,327,105
1316196,La Mauvaise Éducation,2004-05-12,714,3876,35,1164,19,25,82,201,477,1253,2873,2685,923,274
412512,Hana-bi,1997-11-05,781,7137,110,1786,21,29,51,105,294,756,1952,3013,1808,804
393317,Detachment,2011-04-25,707,4447,169,1033,48,67,117,254,574,1292,2737,2458,984,306
8141796,Les Stagiaires,2013-06-07,507,721,141,587,233,418,779,1319,2124,2245,1252,327,89,51
12567298,Black Widow,2021-07-09,523,4860,161,1354,115,230,617,1300,2135,2485,1375,424,93,66
472511,Trance,2013-03-27,627,2732,247,1223,68,123,285,624,1165,2259,2531,1266,399,126
460505,Le Roi Lion 3 : Hakuna Matata,2004-02-10,510,560,34,779,264,432,763,1264,1959,1888,1366,596,187,128
389903,Les Moissons du ciel,1978-09-13,761,7134,129,1859,19,32,63,143,421,947,2330,2730,1489,674
366692,Les Anges gardiens,1995-10-11,453,482,48,571,675,907,1141,1376,1530,1424,1042,481,176,115
381953,L'Attaque du métro 123,2009-06-10,536,708,88,536,108,263,617,1201,2046,2646,1486,399,95,54
465389,Ernest et Célestine,2012-12-12,778,4144,139,1336,10,5,21,54,171,659,2343,3534,1599,525
11427738,Les Nouvelles Aventures d'Aladin,2015-10-14,257,514,207,784,3238,1866,1309,883,661,458,245,114,45,106
10645533,Souvenirs de Marnie,2014-07-19,694,3848,159,1608,13,19,72,211,651,1741,3057,2064,795,305
425412,Max et les Maximonstres,2009-10-16,666,4020,142,1091,78,152,252,445,892,1774,2537,1840,684,276
410960,Chambre 1408,2007-06-22,582,944,73,736,104,190,422,868,1634,2527,2046,856,203,81
7936802,White House Down,2013-06-28,509,753,227,768,241,509,771,1231,1954,2176,1368,503,113,67
440877,Les Kaïra,2012-07-11,456,451,123,555,685,842,1101,1419,1841,1735,956,244,49,64
469793,La Journée de la jupe,2009-03-25,637,1739,110,696,140,143,184,422,993,2000,2761,1598,522,175
405399,Traffic,2000-12-27,693,2949,63,1104,34,46,101,242,664,1702,3316,2152,554,134
445908,Les Contes de Terremer,2006-07-29,617,2445,94,1460,32,58,247,611,1469,2587,2358,1096,344,147
396097,Abraham Lincoln : Chasseur de vampires,2012-06-20,422,993,266,702,687,1027,1370,1640,1661,1398,783,248,72,65
487738,Le Château de ma mère,1990-10-26,666,888,34,688,38,56,134,296,914,2217,3076,1515,468,245
40650811,Licorice Pizza,2021-12-25,736,6189,183,1465,15,29,70,154,452,1194,2654,3174,1026,191
366089,Sur mes lèvres,2001-10-17,721,4491,68,991,21,27,52,175,438,1335,3239,2783,717,174
391385,Paranoïak,2007-04-13,588,1052,73,519,78,168,347,786,1535,2882,2198,751,153,67
464983,Le Roi Arthur,2004-06-28,487,798,73,621,273,551,959,1631,2058,1868,1073,409,95,61
8458077,Pompéi,2014-02-21,409,1159,244,760,540,1103,1590,1801,1690,1213,668,267,66,47
479023,"Chat noir, Chat blanc",1998-06-01,777,3985,72,1125,22,24,43,92,222,647,2122,3324,1829,664
453111,Intolérable Cruauté,2003-09-30,562,1348,59,926,95,199,492,1054,2054,2752,1697,516,98,38
10312540,Dracula Untold,2014-10-01,487,854,181,767,260,523,992,1545,1987,1945,1191,406,90,78
11861317,Spy,2015-05-22,582,1000,141,853,112,220,433,798,1473,2568,2269,851,229,86
431779,"Bob l'Éponge, le film",2004-11-19,644,799,50,639,104,141,249,469,1112,2104,2579,1518,495,269
10544155,Jason Bourne,2016-07-29,565,1886,223,988,83,184,396,963,2002,2768,1781,648,144,72
10312260,Money Monster,2016-05-13,616,2058,164,1081,40,85,207,604,1367,2860,2750,938,150,44
369969,Rushmore,1998-09-17,739,5044,52,1748,10,12,24,114,332,1127,3169,3059,980,233
439537,Le Chat du rabbin,2011-06-01,705,3042,112,970,41,33,90,176,493,1448,3138,2457,916,280
19599900,Le Grand Jeu,2017-11-22,652,4383,148,1310,23,41,122,323,888,2592,3463,1289,264,71
402344,Dogma,1999-11-12,663,1923,64,866,66,128,225,442,894,1965,2805,1739,569,246
419414,10 bonnes raisons de te larguer,1999-03-31,594,1261,65,967,100,185,327,765,1537,2509,2060,1050,330,221
9075334,Le Petit Prince,2015-07-29,686,2506,175,1098,37,61,142,283,686,1691,2827,2126,889,342
11508184,Joy,2015-12-24,614,3716,152,984,50,109,290,572,1376,2719,2624,1049,202,98
367480,Oliver Twist,2005-09-24,600,1437,27,666,55,82,184,618,1637,2983,2484,813,167,72
415338,Saw IV,2007-10-25,452,461,61,760,513,695,1197,1647,1946,1563,963,373,109,93
419828,Margin Call,2011-10-21,687,2895,182,1066,20,40,114,277,718,1914,3476,1974,470,102
420259,Closer - Entre adultes consentants,2004-11-22,597,2360,91,842,113,186,383,813,1597,2500,2149,1020,258,87
474000,Lady Vengeance,2005-07-29,712,5815,95,1677,25,34,85,205,550,1537,3122,2433,830,286
18936738,Sherlock : L'Effroyable Mariée,2016-01-01,737,2106,25,554,19,25,51,133,379,1086,2753,3021,1205,436
26157176,Nicky Larson et le Parfum de Cupidon,2019-02-06,568,1079,237,1082,228,292,486,824,1422,2389,2197,886,247,149
12727085,La 5ème Vague,2016-01-14,441,1310,211,819,389,749,1305,1760,2062,1522,842,299,107,95
16319070,Julieta,2016-04-08,699,5139,147,1425,14,24,74,208,625,1624,3209,2464,733,161
396237,Deux jours à tuer,2008-04-30,698,2353,165,854,47,76,127,275,571,1442,3097,2416,820,267
25336120,The Guilty,2018-06-14,723,3018,166,1461,12,17,46,88,337,1234,3621,2895,732,161
431892,Le Salaire de la peur,1953-04-22,801,6125,86,1639,14,9,26,52,159,547,2017,3701,1917,705
362904,Jennifer's Body,2009-09-18,420,887,160,624,618,1140,1645,1829,1695,1256,677,200,50,56
11173671,Timbuktu,2014-12-10,676,4944,154,1243,29,52,120,279,774,1838,3047,2101,706,229
15519326,Jackie,2016-12-01,603,6418,174,1468,61,124,325,773,1789,2695,2177,924,254,58
450565,À la poursuite d'Octobre rouge,1990-03-02,703,2754,71,1081,13,30,73,185,564,1786,3652,2175,525,193
442769,Mission to Mars,2000-03-10,546,1295,82,995,118,329,654,1262,2060,2376,1615,594,136,62
11172322,"Mektoub, My Love : Canto uno",2018-02-21,707,7089,172,1520,166,133,258,440,683,1138,2129,2317,1382,568
484658,La Vérité si je mens ! 3,2012-02-01,422,433,105,554,692,910,1320,1670,1891,1578,799,237,63,62
39990027,Été 85,2020-07-14,632,3319,170,1329,41,86,224,528,1120,2145,2853,1549,476,204
366701,La Revanche d'une blonde,2001-06-26,497,680,37,711,360,599,881,1381,1903,1981,1367,524,143,94
406884,Banlieue 13 : Ultimatum,2009-02-18,379,371,41,460,1094,1288,1440,1616,1588,1210,657,220,59,66
482017,Le Mac,2010-02-17,450,307,68,386,544,807,1182,1546,1839,1794,1077,349,63,43
13407877,Dumbo,2019-03-29,580,2686,171,1291,73,151,338,787,1677,2931,2225,760,208,109
400220,Rien que pour vos cheveux,2008-06-06,556,845,98,616,359,505,678,963,1421,2054,2013,882,274,115
389366,Hatchi,2010-06-09,672,3700,137,1130,61,90,149,333,761,1775,2713,1930,807,650
384679,Le Secret des poignards volants,2004-05-19,668,1850,68,916,38,75,162,375,849,2197,2988,1801,569,218
485879,La Proposition,2009-06-19,508,645,70,636,211,419,806,1331,2119,2282,1400,476,138,90
383396,Mémoires de nos pères,2006-10-20,670,2873,67,1191,31,38,113,303,868,2306,3444,1648,374,148
493897,Snake Eyes,1998-08-07,676,2482,79,1219,23,59,118,297,857,2353,3495,1635,357,82
1358718,Evil Dead,2013-04-04,561,1403,286,1130,235,376,619,1083,1575,2293,1934,846,225,93
360952,Drôles d'oiseaux sur une ligne à haute tension,,743,741,29,920,21,18,40,111,365,1207,3218,2825,1037,440
447833,La Passion du Christ,2004-02-25,567,2520,127,924,426,453,617,892,1461,1875,1747,1058,455,312
24542882,Santa & Cie,2017-12-03,609,1565,153,1237,30,96,230,580,1445,3164,2834,734,122,61
433508,Hard Candy,2006-09-27,665,3377,135,1034,72,119,207,449,914,2063,2928,1793,582,174
13330620,Demain,2015-12-02,741,3796,139,992,50,41,70,143,357,924,2241,3012,1674,789
466517,Serpico,1973-12-05,760,4509,85,1561,11,11,19,68,219,889,3030,3753,1054,269
379598,Vilaine,2008-11-12,504,511,77,413,312,482,825,1431,2067,2212,1349,485,98,63
363399,A Single Man,2009-12-11,717,6519,154,1258,23,50,92,275,589,1422,2770,2552,1102,451
465238,Boulevard du crépuscule,1950-08-10,823,5804,114,1911,14,12,13,47,129,453,1647,3373,2423,1222
10953853,A Most Violent Year,2014-12-31,682,4664,183,1378,19,37,110,302,773,2025,3406,2118,457,86
8465170,New York Melody,2014-06-27,658,2912,153,1041,26,86,148,399,971,2266,3137,1751,409,141
414618,Un chien andalou,1929-06-06,728,3837,52,1409,48,68,113,202,558,1253,2994,2623,960,518
371270,Green Zone,2010-04-14,620,1482,146,756,28,87,204,557,1442,2973,2922,922,153,50
21588053,Atomic Blonde,2017-08-11,581,2697,212,1216,70,156,390,933,1735,2856,2225,737,168,70
1057172,Percy Jackson : La Mer des monstres,2013-08-07,412,615,128,640,604,948,1464,1918,1851,1454,714,244,65,87
485588,Aladdin et le Roi des voleurs,1996-08-13,579,471,21,670,139,209,451,857,1739,2413,2092,978,294,182
12839343,Ma Loute,2016-05-13,615,4079,204,1333,230,329,489,706,1111,1843,2398,1529,558,164
421927,Princes et Princesses,2000-01-26,751,2411,39,1014,23,25,51,85,316,963,2709,3075,1411,701
418009,Le Règne du feu,2002-07-12,542,1105,70,679,133,308,646,1282,2171,2577,1605,503,91,46
491906,Safari,2009-04-01,327,321,65,571,1352,1900,1994,1763,1246,736,266,68,17,21
462600,Tchao Pantin,1983-12-21,724,2892,64,1046,17,24,58,156,432,1410,3356,2762,874,298
17722883,The Disaster Artist,2017-12-08,665,6592,117,1468,42,45,133,319,805,2185,3664,1770,336,91
8458086,La Nuit au musée : Le Secret des pharaons,2014-12-25,504,734,96,638,154,345,721,1443,2515,2423,1291,354,95,62
461882,Reviens-moi,2007-08-28,674,3998,104,1127,47,73,158,367,857,2027,2983,2000,644,256
470363,Mississippi Burning,1988-12-09,759,4375,71,1232,12,11,30,72,213,774,3041,3886,1134,251
414468,Eh mec ! Elle est où ma caisse ?,2000-12-15,537,1023,57,617,356,447,750,1107,1796,2176,1722,708,235,134
12847392,La Reine des Neiges II,2019-11-27,588,1613,162,1201,118,162,395,779,1604,2433,2170,1092,346,340
11273139,Tarzan,2016-07-01,477,1437,175,878,262,571,1050,1677,2188,2060,1079,388,92,78
411115,Spy Game - Jeu d'espions,2001-11-21,637,1411,42,676,39,63,169,413,1303,2823,3015,1214,305,108
391522,Taram et le Chaudron magique,1985-11-27,634,1222,77,1271,65,111,280,571,1383,2534,2740,1292,337,150
404375,Le Transporteur 3,2008-11-26,420,477,58,493,639,906,1456,1676,1912,1549,858,305,80,101
436771,Salo ou les 120 Journées de Sodome,1975-11-22,662,6297,160,1739,342,296,335,472,1030,1516,2119,1909,907,574
32142821,Enola Holmes,2020-09-23,551,851,136,863,94,158,380,1017,2222,3129,1830,482,112,79
